City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,luau,-10.7073,22.2247,294.67,18,0,0.58,AO,1722886904
300,marica,-22.9194,-42.8186,305.12,74,0,4.16,BR,1722886713
301,lebu,-37.6167,-73.65,283.48,68,39,2.85,CL,1722886906
302,tazovsky,67.4667,78.7,280.1,73,99,4.9,RU,1722886907
303,al bawiti,28.3492,28.8659,303.29,22,32,1.97,EG,1722886909
304,kill devil hills,36.0307,-75.676,302.16,81,40,7.2,US,1722886910
305,caleta olivia,-46.4393,-67.5281,278.68,94,100,9.18,AR,1722886832
306,tochio-honcho,37.4667,139.0,299.01,92,66,0.39,JP,1722886912
307,geraldton,-28.7667,114.6,282.38,87,0,5.14,AU,1722886913
308,varna,43.2167,27.9167,296.73,73,1,1.54,BG,1722886914
309,morondava,-20.2833,44.2833,294.2,79,0,4.88,MG,1722886915
310,taksimo,56.3444,114.8794,288.68,81,97,1.55,RU,1722886916
311,agat village,13.3886,144.6585,299.67,88,0,0.0,GU,1722886917
312,kumburgaz,41.0211,28.4772,298.1,69,1,5.9,TR,1722886919
313,holualoa,19.6228,-155.9522,299.19,79,100,3.09,US,1722886920
314,nova sintra,14.8667,-24.7167,300.48,77,35,1.8,CV,1722886921
315,la foa,-21.7108,165.8276,288.97,73,1,0.82,NC,1722886923
316,malabar,-33.9667,151.25,283.59,82,20,3.6,AU,1722886924
317,grand falls-windsor,48.9332,-55.6649,301.76,70,100,5.0,CA,1722886925
318,furukawa,38.5717,140.9556,295.86,98,34,0.46,JP,1722886926
319,yelizovo,53.1873,158.3805,285.23,100,100,1.0,RU,1722886928
320,salinopolis,-0.6136,-47.3561,301.34,73,67,5.99,BR,1722886929
321,rundu,-17.9333,19.7667,290.61,19,0,2.89,NA,1722886930
322,lashio,22.9333,97.75,292.92,100,93,0.25,MM,1722886931
323,richards bay,-28.783,32.0377,288.93,71,0,0.89,ZA,1722886932
324,camargo,27.6667,-105.1667,306.2,25,30,2.16,MX,1722886933
325,sandpoint,48.2766,-116.5533,299.23,44,0,3.09,US,1722886934
326,alotau,-10.3069,150.4462,296.16,96,100,1.83,PG,1722886935
327,port mathurin,-19.6833,63.4167,295.68,76,12,8.71,MU,1722886936
328,mingguang,32.7802,117.9638,300.96,73,12,2.87,CN,1722886938
329,wynyard,-41.0,145.7167,281.55,89,49,3.7,AU,1722886939
330,maragogi,-9.0122,-35.2225,296.79,79,25,4.6,BR,1722886940
331,sur,22.5667,59.5289,303.81,59,100,4.2,OM,1722886941
332,yuzhno-kurilsk,44.0306,145.8556,289.14,99,100,2.54,RU,1722886942
333,grand baie,-20.0182,57.5802,292.29,80,0,0.45,MU,1722886943
334,palanga,55.9175,21.0686,291.16,88,0,2.57,LT,1722886944
335,victoria point,-27.5833,153.3,288.46,82,100,4.2,AU,1722886945
336,padang,-0.9492,100.3543,299.18,89,93,2.43,ID,1722886946
337,renqiu,38.6989,116.0936,298.31,73,5,1.39,CN,1722886948
338,narasannapeta,18.4167,84.05,300.22,84,100,2.34,IN,1722886949
339,rabo de peixe,37.8,-25.5833,297.88,83,20,4.63,PT,1722886950
340,nsanje,-16.92,35.262,295.12,34,0,1.02,MW,1722886951
341,muleshoe,34.2265,-102.7238,305.95,16,0,3.36,US,1722886952
342,port saint john's,-31.6229,29.5448,286.71,74,0,2.52,ZA,1722886953
343,truckee,39.328,-120.1833,305.43,24,0,6.17,US,1722886954
344,gerash,27.6652,54.1371,306.23,56,100,1.66,IR,1722886955
345,bamboo flat,11.7,92.7167,299.2,89,75,2.06,IN,1722886958
346,fale old settlement,-9.3852,-171.2468,300.66,78,100,4.52,TK,1722886959
347,conceicao do araguaia,-8.2578,-49.2647,308.85,17,0,2.72,BR,1722886960
348,mrakovo,52.7161,56.6244,292.06,75,96,1.41,RU,1722886961
349,vila real,41.3006,-7.7441,297.66,47,2,2.79,PT,1722886963
350,damaturu,11.747,11.9608,300.01,65,100,4.58,NG,1722886966
351,bollnas,61.3482,16.3946,290.28,79,83,0.97,SE,1722886967
352,villa gesell,-37.2639,-56.973,285.96,87,86,7.02,AR,1722886969
353,talodi,10.6325,30.3797,295.5,96,100,1.11,SD,1722886970
354,anadyr,64.75,177.4833,275.43,93,75,7.0,RU,1722886971
355,kone,-21.0595,164.8658,288.16,77,6,1.64,NC,1722886972
356,nochistlan de mejia,21.3667,-102.85,299.17,36,3,2.89,MX,1722886973
357,alexandria,31.2156,29.9553,299.45,69,0,2.78,EG,1722886759
358,kapa'a,22.0752,-159.319,300.43,71,75,5.14,US,1722886977
359,selebi-phikwe,-21.979,27.8498,291.55,51,0,5.31,BW,1722886978
360,tuy hoa,13.0833,109.3,297.79,92,95,2.12,VN,1722886979
361,flying fish cove,-10.4217,105.6791,297.97,83,100,5.14,CX,1722886980
362,sterling,39.0062,-77.4286,309.01,45,0,3.09,US,1722886981
363,sasaguri,33.6167,130.5333,299.49,85,79,2.06,JP,1722886982
364,muroto-misakicho,33.2833,134.15,301.25,84,36,2.92,JP,1722886983
365,puerto baquerizo moreno,-0.9,-89.6,293.7,100,100,2.57,EC,1722886757
366,kattivakkam,13.2167,80.3167,300.91,90,100,5.05,IN,1722886987
367,tateyama,34.9833,139.8667,298.2,82,2,2.1,JP,1722886981
368,labrador city,52.9463,-66.9114,287.1,64,100,6.26,CA,1722886989
369,sezanne,48.7205,3.7234,297.03,90,0,1.4,FR,1722886990
370,kupang,-10.1667,123.5833,298.47,83,1,4.63,ID,1722886991
371,sambava,-14.2667,50.1667,294.33,87,75,4.04,MG,1722886992
372,carqueiranne,43.0953,6.073,300.65,72,0,0.0,FR,1722886994
373,ponoka,52.6768,-113.5815,291.42,92,100,2.97,CA,1722886995
374,khabary,53.6259,79.5345,290.23,74,54,3.08,RU,1722886996
375,saint-joseph,-21.3667,55.6167,290.36,80,11,2.51,RE,1722886997
376,biloela,-24.4167,150.5,286.29,88,56,1.09,AU,1722886998
377,high river,50.5834,-113.8687,295.9,36,15,3.86,CA,1722886999
378,hun,29.1268,15.9477,307.38,15,0,6.05,LY,1722887000
379,lib,8.3122,167.3766,301.5,76,89,3.43,MH,1722887001
380,wamba,8.9333,8.6,296.01,90,100,1.43,NG,1722887004
381,tenosique,17.4833,-91.4333,303.97,70,99,2.59,MX,1722887005
382,taroa,8.7058,171.2275,301.54,76,100,4.55,MH,1722887006
383,sao joao da barra,-21.6403,-41.0511,299.2,83,0,7.47,BR,1722887007
384,zheleznogorsk-ilimskiy,56.5768,104.1217,284.99,76,2,0.45,RU,1722887008
385,wakkanai,45.4094,141.6739,290.02,91,95,2.33,JP,1722887009
386,amga,60.8953,131.9608,282.94,97,100,3.17,RU,1722887010
387,rossosh',51.1209,38.5116,293.44,57,100,3.2,RU,1722887011
388,abqaiq,25.9371,49.6776,306.84,22,95,4.35,SA,1722887012
389,lompoc,34.6391,-120.4579,300.14,77,0,5.66,US,1722887014
390,rabaul,-4.1967,152.1721,298.93,84,100,4.91,PG,1722887015
391,torghay,49.6339,63.4981,298.38,33,2,3.53,KZ,1722887016
392,kimbe,-5.5502,150.1429,296.87,93,100,2.07,PG,1722887017
393,st. john's,47.5649,-52.7093,294.9,89,100,11.32,CA,1722886810
394,tansen,27.8673,83.5467,292.59,93,99,1.61,NP,1722887019
395,concepcion,-36.827,-73.0498,285.04,71,75,4.12,CL,1722886928
396,dhuusamarreeb,5.535,46.3861,297.86,63,23,10.18,SO,1722887021
397,karratha,-20.7377,116.8463,290.49,40,21,4.12,AU,1722887022
398,riti,7.9167,9.6167,297.32,86,100,2.54,NG,1722887024
399,yatou,37.15,122.3833,299.6,94,99,1.09,CN,1722887025
400,n'dalatando,-9.2978,14.9116,291.46,82,8,2.85,AO,1722887026
401,vanimo,-2.6741,141.3028,297.82,88,99,1.84,PG,1722887027
402,kaintragarh,20.7167,84.5333,299.72,89,100,0.7,IN,1722887028
403,kolonia town,6.964,158.206,298.15,88,100,1.54,FM,1722887029
404,tangzhai,34.4328,116.5911,298.52,96,100,2.9,CN,1722887030
405,harstad,68.799,16.5293,294.15,73,78,1.1,NO,1722887031
406,lerwick,60.1545,-1.1494,287.15,92,96,1.27,GB,1722887033
407,kapuskasing,49.4169,-82.4331,295.2,43,75,6.17,CA,1722887034
408,prado,-17.3411,-39.2208,296.33,71,0,2.98,BR,1722887035
409,selfoss,63.9331,-20.9971,284.84,97,100,1.41,IS,1722887036
410,caleta de carquin,-11.0925,-77.6267,292.28,74,18,6.04,PE,1722887037
411,novyy urengoy,66.0833,76.6333,283.43,62,69,5.79,RU,1722887038
412,ilomantsi,62.6716,30.9328,286.31,81,100,1.99,FI,1722887039
413,alofi,-19.0595,-169.9187,296.09,94,100,3.09,NU,1722886975
414,sitia,35.2,26.0986,303.14,74,0,2.96,GR,1722886791
415,durban,-29.8579,31.0292,289.66,60,87,0.8,ZA,1722887043
416,sumusta as sultani,28.9167,30.85,304.67,20,0,2.84,EG,1722887044
417,kasulu,-4.5767,30.1025,292.64,36,2,0.39,TZ,1722887045
418,happy valley-goose bay,53.3168,-60.3315,297.32,41,75,4.63,CA,1722887046
419,portland,45.5234,-122.6762,302.39,44,0,1.34,US,1722886988
420,altai,46.3722,96.2583,289.45,36,46,1.62,MN,1722887048
421,san pedro pochutla,15.7333,-96.4667,305.77,58,98,3.35,MX,1722887049
422,djelfa,34.6728,3.263,300.31,11,0,3.35,DZ,1722887050
423,palikir - national government center,6.9248,158.1611,297.56,88,100,1.54,FM,1722886795
424,zeya,53.75,127.2667,290.24,99,98,0.97,RU,1722887054
425,ponta delgada,37.7333,-25.6667,298.55,83,20,4.63,PT,1722887055
426,brooks,50.5834,-111.8851,298.14,53,1,4.12,CA,1722887056
427,pisco,-13.7,-76.2167,292.18,72,0,4.63,PE,1722887057
428,itamaraca,-7.7478,-34.8256,301.18,69,35,4.67,BR,1722887058
429,kirov,58.5966,49.6601,287.27,96,19,1.37,RU,1722887059
430,lavena ponte tresa,45.9591,8.8653,300.19,74,6,1.03,IT,1722887060
431,qarazhal,48.0078,70.7903,296.02,36,100,1.57,KZ,1722887061
432,la asuncion,11.0333,-63.8628,309.0,49,76,5.14,VE,1722887063
433,urucurituba,-2.6833,-57.6667,310.58,22,6,2.41,BR,1722887065
434,cassilandia,-19.1133,-51.7342,304.45,21,0,4.28,BR,1722887066
435,kirakira,-10.4544,161.9205,298.57,87,100,4.06,SB,1722887067
436,dayrut,27.556,30.8076,306.29,15,0,3.89,EG,1722887068
437,plymouth,41.8334,-70.8328,305.44,61,20,4.12,US,1722887070
438,nuuk,64.1835,-51.7216,284.49,66,75,2.06,GL,1722886793
439,tyup,42.7276,78.3648,289.09,74,99,1.97,KG,1722887073
440,lorengau,-2.0226,147.2712,300.13,81,74,3.29,PG,1722887074
441,barra de santo antonio,-9.4047,-35.5072,296.75,78,23,5.51,BR,1722887075
442,peace river,56.2501,-117.286,288.32,94,100,3.09,CA,1722886875
443,rio grande,-32.035,-52.0986,291.21,94,48,6.68,BR,1722887077
444,iguai,-14.7564,-40.0892,296.06,58,24,4.93,BR,1722887078
445,kralendijk,12.15,-68.2667,304.14,66,40,6.17,BQ,1722887079
446,shipunovo,52.1582,82.2173,288.98,85,19,3.33,RU,1722887080
447,ocean city,39.2776,-74.5746,305.47,70,8,3.13,US,1722886881
448,fort st. john,56.2499,-120.8529,288.09,77,100,3.6,CA,1722886966
449,ta`u,-14.2336,-169.5144,298.8,75,24,2.63,AS,1722887084
450,vila velha,-20.3297,-40.2925,299.12,81,20,5.14,BR,1722887085
451,forster,-32.1667,152.5167,284.47,100,100,2.56,AU,1722887086
452,castlegar,49.2998,-117.6689,306.09,25,0,2.84,CA,1722887087
453,zakamensk,50.3741,103.2863,284.48,95,100,0.57,RU,1722887088
454,ad dilam,23.9915,47.1627,308.38,10,86,2.35,SA,1722887089
455,westport,41.1415,-73.3579,305.81,53,0,2.57,US,1722887090
456,redencao,-4.2258,-38.7306,299.86,62,99,3.95,BR,1722887092
457,tynda,55.1667,124.7167,286.57,96,100,2.28,RU,1722887093
458,ibresi,55.2961,47.0394,291.99,62,100,1.83,RU,1722887094
459,humaita,-7.5061,-63.0208,311.82,17,4,1.89,BR,1722887096
460,bandrele,-12.9067,45.1914,296.01,88,0,2.06,YT,1722887097
461,zaozersk,69.4005,32.4476,280.59,94,15,2.76,RU,1722887098
462,nelson,-41.2833,173.2833,276.64,90,0,1.34,NZ,1722887011
463,samdari,25.8167,72.5833,299.28,82,100,4.4,IN,1722887102
464,turpan,42.9333,89.1667,309.17,18,38,1.52,CN,1722887103
465,mount pleasant,32.7941,-79.8626,298.71,96,75,1.79,US,1722887025
466,kittila,67.6647,24.8936,292.23,55,0,1.03,FI,1722887105
467,waingapu,-9.6567,120.2641,296.42,86,99,4.22,ID,1722887107
468,at taj,24.2049,23.2857,304.64,16,2,4.75,LY,1722887108
469,molochnoye,59.2917,39.6787,287.29,98,20,3.2,RU,1722887109
470,saurimo,-9.6608,20.3916,294.15,23,0,0.98,AO,1722887110
471,buka,40.8108,69.1986,296.76,26,0,1.78,UZ,1722887111
472,faya-largeau,17.9257,19.1043,303.68,57,100,6.69,TD,1722887112
473,wuyang,31.9925,116.2472,300.95,83,10,1.69,CN,1722887113
474,porto novo,6.4965,2.6036,299.05,82,99,4.69,BJ,1722887114
475,ugoofaaru,5.6667,73.0,301.05,74,100,1.64,MV,1722887116
476,morehead city,34.7229,-76.726,302.15,83,40,3.09,US,1722887107
477,kristiansund,63.1115,7.732,291.18,89,0,2.06,NO,1722887119
478,kerikeri,-35.2268,173.9474,280.93,89,8,1.83,NZ,1722887120
479,villamartin,36.8598,-5.6449,302.6,57,0,2.51,ES,1722887121
480,ribeira brava,32.65,-17.0667,298.5,61,68,3.17,PT,1722887122
481,chimoio,-19.1164,33.4833,293.12,77,0,2.11,MZ,1722887123
482,whistler,50.1164,-122.9695,300.72,39,40,1.54,CA,1722887126
483,kavieng,-2.5744,150.7967,300.68,78,100,5.12,PG,1722887127
484,sinan,34.8262,126.1086,297.21,86,2,2.27,KR,1722887128
485,cellole,41.2048,13.8543,302.15,74,4,0.46,IT,1722887129
486,shamva,-17.3116,31.5756,290.16,21,0,0.96,ZW,1722887130
487,balqash,46.8481,74.995,298.04,38,86,6.39,KZ,1722887131
488,storozhevaya,43.8789,41.4514,288.86,96,1,2.09,RU,1722887132
489,noshiro,40.2039,140.0242,293.99,92,70,1.25,JP,1722887134
490,nadi,-17.8,177.4167,290.15,82,20,1.03,FJ,1722886970
491,avesta,60.1455,16.1679,292.48,85,11,0.58,SE,1722887137
492,pandan,14.0453,124.1694,299.95,86,100,5.27,PH,1722887138
493,fernie,49.5,-115.0687,296.2,33,0,2.75,CA,1722887139
494,shurugwi,-19.6702,30.0059,289.02,22,0,3.22,ZW,1722887140
495,bathsheba,13.2167,-59.5167,303.49,79,40,6.17,BB,1722887141
496,dhulia,20.9,74.7833,299.0,84,79,2.58,IN,1722887142
497,souillac,-20.5167,57.5167,290.57,88,20,1.54,MU,1722887144
498,masterton,-40.9597,175.6575,274.32,94,0,0.97,NZ,1722887145
499,gardnerville ranchos,38.8882,-119.7413,307.47,18,0,2.68,US,1722887146
500,burnie,-41.0667,145.9167,282.22,86,72,4.67,AU,1722887147
501,qaisumah,28.3112,46.1273,309.13,11,0,2.57,SA,1722887148
502,rukungiri,-0.8411,29.9419,290.49,79,34,0.38,UG,1722887149
503,chernyshevskiy,63.0128,112.4714,287.18,66,97,1.38,RU,1722887150
504,lepsy,46.235,78.9456,300.04,24,100,0.91,KZ,1722887151
505,chibougamau,49.9168,-74.3659,288.94,55,100,5.66,CA,1722887153
506,gisborne,-38.6533,178.0042,279.41,82,15,2.85,NZ,1722887154
507,xilin hot,43.9667,116.0333,291.17,51,0,2.26,CN,1722887155
508,tromso,69.6496,18.957,293.16,56,20,4.12,NO,1722887156
509,barranca,-10.75,-77.7667,292.01,72,9,5.84,PE,1722887157
510,rongelap,11.1635,166.8941,301.2,80,100,6.84,MH,1722887158
511,inarajan village,13.2736,144.7484,299.69,78,100,2.48,GU,1722887160
512,ilam,26.9167,87.9167,295.06,92,100,1.0,NP,1722887161
513,mount gambier,-37.8333,140.7667,279.36,100,100,3.09,AU,1722887163
514,bukittinggi,-0.3091,100.3706,291.08,95,83,0.74,ID,1722887164
515,saint-francois,46.4154,3.9054,294.84,76,1,0.51,FR,1722887165
516,cox's bazar,21.4532,91.9798,299.15,93,100,3.77,BD,1722887166
517,galle,6.0367,80.217,301.44,83,98,4.84,LK,1722887167
518,paradip garh,20.3167,86.6167,301.33,81,100,3.01,IN,1722887168
519,mont-laurier,46.5501,-75.4993,288.94,96,100,0.47,CA,1722887169
520,zhumadian,32.9794,114.0294,299.65,91,100,1.83,CN,1722887170
521,aljezur,37.3191,-8.8033,292.32,87,6,5.01,PT,1722887172
522,borborema,-21.6197,-49.0736,304.5,21,0,3.47,BR,1722887173
523,nizhneangarsk,55.7833,109.55,285.05,80,11,2.0,RU,1722887174
524,taulaga,-11.0553,-171.0883,300.54,81,19,5.72,AS,1722887175
525,niafunke,15.9322,-3.9906,306.59,42,12,0.79,ML,1722887176
526,stephenville,32.2207,-98.2023,309.22,29,40,1.54,US,1722886986
527,macau,22.2006,113.5461,304.04,89,20,4.12,MO,1722887178
528,olyokminsk,60.3736,120.4264,285.07,96,89,1.08,RU,1722887179
529,korla,41.7597,86.1469,302.82,31,93,3.76,CN,1722887181
530,smirnykh,49.75,142.8333,284.93,96,100,1.5,RU,1722887182
531,tazacorte,28.629,-17.9293,296.69,88,20,4.12,ES,1722887183
532,porbandar,21.6422,69.6093,300.72,87,100,9.07,IN,1722887184
533,conde,-7.2597,-34.9075,299.85,61,20,7.2,BR,1722887185
534,namibe,-15.1961,12.1522,291.22,87,100,0.75,AO,1722887186
535,armacao de buzios,-22.7469,-41.8817,300.24,79,0,11.64,BR,1722887187
536,bechar,31.6167,-2.2167,314.33,8,40,2.06,DZ,1722887188
537,paciran,-6.8767,112.3761,296.41,82,69,3.38,ID,1722887189
538,lensk,60.7253,114.9278,286.2,77,18,1.6,RU,1722887191
539,ustyuzhna,58.8394,36.4321,287.46,96,18,2.13,RU,1722887192
540,bac lieu,9.285,105.7244,298.93,89,55,3.55,VN,1722887193
541,'ain el melh,34.8415,4.1638,300.98,20,0,2.07,DZ,1722887194
542,argo,37.6333,22.7333,301.36,66,0,0.74,GR,1722887195
543,juan griego,11.0817,-63.9655,309.22,49,81,5.14,VE,1722887196
544,tartouss,34.889,35.8866,300.92,74,0,3.78,SY,1722887197
545,port augusta,-32.5,137.7667,279.53,82,13,1.01,AU,1722887198
546,weno,7.4515,151.8468,300.12,83,75,1.54,FM,1722887200
547,lamu,-2.2717,40.902,296.92,78,12,6.47,KE,1722887201
548,ancud,-41.8697,-73.8203,281.54,95,100,4.22,CL,1722887202
549,mundri,-6.9558,111.71,295.52,79,100,2.03,ID,1722887203
550,khovd,48.0056,91.6419,292.57,35,0,2.54,MN,1722887204
551,bontang,0.1333,117.5,297.88,89,100,2.71,ID,1722887205
552,umba,66.6871,34.3429,284.59,69,15,4.01,RU,1722887206
553,okhotsk,59.3833,143.3,284.84,93,100,6.49,RU,1722887195
554,itacare,-14.2775,-38.9967,296.51,71,0,3.18,BR,1722887210
555,miyaly,48.8844,53.7836,302.11,23,0,3.33,KZ,1722887211
556,kencong,-8.2833,113.3667,294.28,92,24,1.19,ID,1722887212
557,inari,68.906,27.0288,289.26,60,15,0.85,FI,1722887213
558,swan hill,-35.3378,143.5544,277.75,91,7,2.21,AU,1722887214
559,chivhu,-19.0211,30.8922,289.98,19,0,6.27,ZW,1722887215
560,ayr,55.4627,-4.6339,289.54,100,100,1.54,GB,1722886967
561,kayangel,8.0823,134.7173,301.75,74,100,4.38,PW,1722887218
562,ramshir,30.8946,49.4092,308.07,10,0,3.76,IR,1722887219
563,oosterwolde,52.989,6.2908,293.78,92,8,1.59,NL,1722887220
564,tobelo,1.7284,128.0095,299.4,85,100,1.25,ID,1722887221
565,nema,57.5067,50.5011,288.14,94,65,1.3,RU,1722887222
566,prince albert,53.2001,-105.7677,293.12,68,100,4.63,CA,1722887223
567,lucea,18.451,-78.1736,304.18,77,100,3.33,JM,1722887224
568,san luis,-33.295,-66.3356,294.93,20,0,4.94,AR,1722887168
569,tibanbang,6.6315,126.1055,300.28,80,100,1.14,PH,1722887226
570,pamanukan,-6.2842,107.8106,295.67,84,100,2.06,ID,1722887228
571,juneau,58.3019,-134.4197,294.15,56,0,2.06,US,1722887229
572,shijiang,27.0819,110.7933,298.99,82,89,1.22,CN,1722887230
573,valley city,46.9233,-98.0032,290.44,100,75,5.14,US,1722887081
574,pitimbu,-7.4706,-34.8086,300.48,71,30,5.62,BR,1722887232
575,hithadhoo,-0.6,73.0833,301.51,74,100,1.29,MV,1722887226
576,crane,31.3974,-102.3501,307.14,28,68,3.87,US,1722887234
577,hilo,19.7297,-155.09,300.9,75,20,2.24,US,1722887235
578,mogadishu,2.0371,45.3438,297.66,80,2,10.1,SO,1722887236
579,olindina,-11.3667,-38.3333,298.31,55,0,6.94,BR,1722887238
580,balcarce,-37.8462,-58.2552,288.61,70,88,3.13,AR,1722887155
581,itaituba,-4.2761,-55.9836,309.24,36,20,2.06,BR,1722887240
582,chengde,40.9725,117.9361,293.02,86,0,1.19,CN,1722887241
583,isabela,6.7085,121.9711,298.6,87,92,1.43,PH,1722887242
584,tapejara,-28.0681,-52.0139,295.36,78,16,1.36,BR,1722887243
585,manta,-0.95,-80.7333,300.03,74,40,7.2,EC,1722887244
586,pointe-noire,-4.7761,11.8635,294.19,88,40,2.06,CG,1722887245
587,pankovka,58.5,31.1999,288.7,92,26,2.04,RU,1722887247
588,tofol,5.3248,163.0078,301.17,77,82,3.97,FM,1722887248
589,carutapera,-1.195,-46.02,301.76,68,29,4.51,BR,1722887249
590,shimoda,34.6667,138.95,298.76,88,6,1.39,JP,1722887250
591,itupiranga,-5.1347,-49.3267,309.33,24,1,1.27,BR,1722887251
592,east independence,39.0956,-94.3552,310.68,37,0,5.66,US,1722887252
593,levuka,50.1834,-105.4011,295.0,46,75,4.12,CA,1722887253
594,arno,60.1167,18.6333,291.36,93,6,2.12,SE,1722887254
595,shache,38.4167,77.2406,297.66,59,100,5.36,CN,1722887256
596,sunne,59.8376,13.143,292.38,76,100,1.19,SE,1722887257
597,at taraf,25.3628,49.725,307.45,30,100,2.16,SA,1722887259
